step,algo,q_type,exp_type,env_action,reference_action,alt_action,match,summary,reward_resource,reward_network,reward_security,best_q,alt_q,delta,prob_action_0,prob_action_1,prob_action_2,prob_action_3,prob_action_4,prob_action_5,prob_action_6,prob_action_7,prob_action_8,prob_action_9,prob_action_10,prob_action_11,max_prob,max_prob_action,policy_entropy,feat_vim0_cpu,feat_vim0_ram,feat_vim1_cpu,feat_vim1_ram,feat_max_apt_score,feat_mean_apt_score,feat_max_dataleak_score,feat_mean_dataleak_score,feat_max_dos_score,feat_mean_dos_score,feat_mean_security_penalty,feat_max_security_penalty,feat_security_penalty_cumul,feat_mean_network_penalty,feat_max_network_penalty,feat_mean_mtd_overhead,feat_min_remaining_mig,feat_mean_remaining_mig,feat_min_remaining_reinst,feat_mean_remaining_reinst,feat_total_ues,feat_nb_resources
788,A2C,A2C_Q,SingleObjective_PolicyBased,9,7,7,0,"Action 9 was executed via stochastic sampling; the highest-logit action (action 7) was not chosen. TD-trained Q-value of action 9 vs highest-logit action (action 7): -1.9816. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.174621906,-1.86748066,-18.09364143,-525.5340576,-523.5524292,-1.981628418,0.108415,0.050757,0.108384,0.039519,0.047105,0.179709,0.017487,0.233157,0.027284,0.102364,0.056731,0.029087,0.233157,7,2.220566,16,178.375,24,112.4375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7994537353515625,4.5859375,2205.935547,0.7812110185623169,5.40234375,0.081978932,88,217.7142791748047,0,1004.2857055664062,38,7
789,A2C,A2C_Q,SingleObjective_PolicyBased,7,7,5,1,"Action 7 was executed and matches the highest-logit action (action 7). TD-trained Q-value vs next-best action 5: -0.2910. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.276665805,-2.473948155,-18.09301657,-528.239502,-527.9485474,-0.29095459,0.108415,0.050757,0.108384,0.039519,0.047105,0.179709,0.017487,0.233157,0.027284,0.102364,0.056731,0.029087,0.233157,7,2.220566,16,178.375,24,112.4375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7994537353515625,4.5859375,2208.734375,0.7810958027839661,5.40234375,0.081978932,88,217.57142639160156,0,1004.2857055664062,38,7
790,A2C,A2C_Q,SingleObjective_PolicyBased,7,7,5,1,"Action 7 was executed and matches the highest-logit action (action 7). TD-trained Q-value vs next-best action 5: -12.6874. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20.06165809,-22.49353365,-39.59399762,-541.7307739,-529.043396,-12.68737793,0.108415,0.050757,0.108384,0.039519,0.047105,0.179709,0.017487,0.233157,0.027284,0.102364,0.056731,0.029087,0.233157,7,2.220566,16,178.375,20,104.375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7994537353515625,4.5859375,2211.533203,1.5521918535232544,5.40234375,0.081978932,88,217.42857360839844,0,1004.2857055664062,38,7
791,A2C,A2C_Q,SingleObjective_PolicyBased,7,7,5,1,"Action 7 was executed and matches the highest-logit action (action 7). TD-trained Q-value vs next-best action 5: -5.3847. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.175236786,-1.867356167,-18.09451993,-530.925293,-525.5405884,-5.38470459,0.112548,0.051774,0.103901,0.040225,0.047944,0.187413,0.017677,0.229213,0.027675,0.098528,0.053564,0.029537,0.229213,7,2.22052,22,188.5,20,104.375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7994537353515625,4.5859375,2214.332031,1.5860443115234375,5.40234375,0.081978932,88,217.42857360839844,0,1004.2857055664062,38,7
792,A2C,A2C_Q,SingleObjective_PolicyBased,7,7,5,1,"Action 7 was executed and matches the highest-logit action (action 7). TD-trained Q-value vs next-best action 5: -19.5661. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20.12038382,-21.86760773,-39.59550105,-546.27771,-526.7116089,-19.56610107,0.112548,0.051774,0.103901,0.040225,0.047944,0.187413,0.017677,0.229213,0.027675,0.098528,0.053564,0.029537,0.229213,7,2.22052,18,180.375,20,104.375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7997326850891113,4.5859375,2217.130859,0.7809911370277405,5.40234375,0.081978932,88,217.2857208251953,0,1004.2857055664062,38,7
793,A2C,A2C_Q,SingleObjective_PolicyBased,2,7,7,0,"Action 2 was executed via stochastic sampling; the highest-logit action (action 7) was not chosen. TD-trained Q-value of action 2 vs highest-logit action (action 7): +8.1955. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.061658095,-0.233901667,-18.09547963,-527.9518433,-536.1473389,8.195495605,0.112548,0.051774,0.103901,0.040225,0.047944,0.187413,0.017677,0.229213,0.027675,0.098528,0.053564,0.029537,0.229213,7,2.22052,16,178.375,22,106.4375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7997326850891113,4.5859375,2219.929688,0.7812091112136841,5.40234375,0.081978932,88,217.2857208251953,0,1004.2857055664062,39,7
794,A2C,A2C_Q,SingleObjective_PolicyBased,9,7,7,0,"Action 9 was executed via stochastic sampling; the highest-logit action (action 7) was not chosen. TD-trained Q-value of action 9 vs highest-logit action (action 7): -0.7869. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.119734256,-0.071829421,-18.09545821,-528.5055542,-527.718689,-0.786865234,0.112548,0.051774,0.103901,0.040225,0.047944,0.187413,0.017677,0.229213,0.027675,0.098528,0.053564,0.029537,0.229213,7,2.22052,16,178.375,24,112.5,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7997326850891113,4.5859375,2222.728516,0.037305288,0.213500977,0.081978932,88,217.2857208251953,0,1004.1428833007812,39,7
795,A2C,A2C_Q,SingleObjective_PolicyBased,1,7,7,0,"Action 1 was executed via stochastic sampling; the highest-logit action (action 7) was not chosen. TD-trained Q-value of action 1 vs highest-logit action (action 7): -5.9288. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20.11973426,-21.86773956,-39.59643937,-531.3574829,-525.4286499,-5.928833008,0.112548,0.051774,0.103901,0.040225,0.047944,0.187413,0.017677,0.229213,0.027675,0.098528,0.053564,0.029537,0.229213,7,2.22052,16,178.375,24,112.5,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7997326850891113,4.5859375,2225.527344,0.009972708,0.024215698,0.081978932,88,217.14285278320312,0,1004.1428833007812,39,7
796,A2C,A2C_Q,SingleObjective_PolicyBased,9,7,7,0,"Action 9 was executed via stochastic sampling; the highest-logit action (action 7) was not chosen. TD-trained Q-value of action 9 vs highest-logit action (action 7): -9.4638. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20.06165809,-21.87503395,-39.59742058,-530.3817139,-520.9179077,-9.463806152,0.11764,0.05122,0.102848,0.041738,0.049051,0.194915,0.018578,0.211395,0.028614,0.098129,0.055065,0.030807,0.211395,7,2.235989,16,178.375,24,112.5,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7997326850891113,4.5859375,2228.326172,0.7813393473625183,5.40234375,0.081978932,88,217.14285278320312,0,1004.1428833007812,38,7
797,A2C,A2C_Q,SingleObjective_PolicyBased,5,7,7,0,"Action 5 was executed via stochastic sampling; the highest-logit action (action 7) was not chosen. TD-trained Q-value of action 5 vs highest-logit action (action 7): +1.8136. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.119734256,-1.867208135,-18.09840184,-516.2087402,-518.0223389,1.813598633,0.11764,0.05122,0.102848,0.041738,0.049051,0.194915,0.018578,0.211395,0.028614,0.098129,0.055065,0.030807,0.211395,7,2.235989,16,178.375,26,114.5625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7997326850891113,4.5859375,2231.125,0.7881194353103638,5.40234375,0.081978932,88,217.14285278320312,0,1004.1428833007812,38,7
798,A2C,A2C_Q,SingleObjective_PolicyBased,9,7,7,0,"Action 9 was executed via stochastic sampling; the highest-logit action (action 7) was not chosen. TD-trained Q-value of action 9 vs highest-logit action (action 7): -3.2712. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20,-21.8957566,-39.59938314,-520.9694824,-517.6983032,-3.271179199,0.11764,0.05122,0.102848,0.041738,0.049051,0.194915,0.018578,0.211395,0.028614,0.098129,0.055065,0.030807,0.211395,7,2.235989,16,178.375,24,112.5,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7997326850891113,4.5859375,2233.923828,0.7808750867843628,5.40234375,0.081978932,88,217,0,1004.1428833007812,37,7
799,A2C,A2C_Q,SingleObjective_PolicyBased,9,7,7,0,"Action 9 was executed via stochastic sampling; the highest-logit action (action 7) was not chosen. TD-trained Q-value of action 9 vs highest-logit action (action 7): +3.9651. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.061658095,-0.067424641,-18.09952902,-514.0450439,-518.0101929,3.965148926,0.11764,0.05122,0.102848,0.041738,0.049051,0.194915,0.018578,0.211395,0.028614,0.098129,0.055065,0.030807,0.211395,7,2.235989,20,182.375,22,110.4375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7997326850891113,4.5859375,2236.722656,0.8077021837234497,5.40234375,0.081978932,88,217,0,1004.1428833007812,37,7
800,A2C,A2C_Q,SingleObjective_PolicyBased,8,7,7,0,"Action 8 was executed via stochastic sampling; the highest-logit action (action 7) was not chosen. TD-trained Q-value of action 8 vs highest-logit action (action 7): +6.6613. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.175236786,-1.867075618,-18.09844551,-512.5297852,-519.1911011,6.661315918,0.11764,0.05122,0.102848,0.041738,0.049051,0.194915,0.018578,0.211395,0.028614,0.098129,0.055065,0.030807,0.211395,7,2.235989,20,182.375,22,110.4375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7997326850891113,4.5859375,2239.521484,0.009356635,0.022964478,0.081978932,88,216.85714721679688,0,1004.1428833007812,37,7
801,A2C,A2C_Q,SingleObjective_PolicyBased,2,7,7,0,"Action 2 was executed via stochastic sampling; the highest-logit action (action 7) was not chosen. TD-trained Q-value of action 2 vs highest-logit action (action 7): +9.6766. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.119734256,-1.874127405,-18.09808996,-517.7525635,-527.4291382,9.676574707,0.121566,0.052245,0.105314,0.042233,0.04995,0.192181,0.018451,0.221357,0.028476,0.08147,0.055862,0.030895,0.221357,7,2.229415,16,174.25,22,110.4375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7997326850891113,4.5859375,2242.322266,0.7807450890541077,5.40234375,0.081978932,88,216.85714721679688,0,1004,37,7
802,A2C,A2C_Q,SingleObjective_PolicyBased,10,7,7,0,"Action 10 was executed via stochastic sampling; the highest-logit action (action 7) was not chosen. TD-trained Q-value of action 10 vs highest-logit action (action 7): +1.9642. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.119734256,-1.867068926,-18.09606731,-515.0499268,-517.0141602,1.964233398,0.121566,0.052245,0.105314,0.042233,0.04995,0.192181,0.018451,0.221357,0.028476,0.08147,0.055862,0.030895,0.221357,7,2.229415,20,182.375,20,108.375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8000118732452393,4.5859375,2245.121094,0.7876191735267639,5.40234375,0.081978932,88,216.85714721679688,0,1003.8571166992188,36,7
803,A2C,A2C_Q,SingleObjective_PolicyBased,0,7,7,0,"Action 0 was executed via stochastic sampling; the highest-logit action (action 7) was not chosen. TD-trained Q-value of action 0 vs highest-logit action (action 7): -7.6204. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-10.11973426,-11.86728581,-29.5970485,-521.0112305,-513.3908081,-7.620422363,0.121566,0.052245,0.105314,0.042233,0.04995,0.192181,0.018451,0.221357,0.028476,0.08147,0.055862,0.030895,0.221357,7,2.229415,18,180.375,22,110.4375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7994537353515625,4.5859375,2247.919922,0.7807579040527344,5.40234375,0.081978932,87,216.7142791748047,0,1003.8571166992188,35,7
804,A2C,A2C_Q,SingleObjective_PolicyBased,5,7,7,0,"Action 5 was executed via stochastic sampling; the highest-logit action (action 7) was not chosen. TD-trained Q-value of action 5 vs highest-logit action (action 7): +0.9358. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.119734256,-1.874770999,-18.09802974,-510.9337769,-511.8695374,0.935760498,0.121566,0.052245,0.105314,0.042233,0.04995,0.192181,0.018451,0.221357,0.028476,0.08147,0.055862,0.030895,0.221357,7,2.229415,18,180.375,22,110.4375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7994537353515625,4.5859375,2250.720703,0.7809189558029175,5.40234375,0.081978932,87,216.7142791748047,0,1003.8571166992188,36,7
805,A2C,A2C_Q,SingleObjective_PolicyBased,5,7,7,0,"Action 5 was executed via stochastic sampling; the highest-logit action (action 7) was not chosen. TD-trained Q-value of action 5 vs highest-logit action (action 7): -9.6323. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20.11973426,-21.86713441,-39.59901102,-520.0187988,-510.3865356,-9.632263184,0.121566,0.052245,0.105314,0.042233,0.04995,0.192181,0.018451,0.221357,0.028476,0.08147,0.055862,0.030895,0.221357,7,2.229415,16,178.375,24,112.5,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8000118732452393,4.58984375,2253.521484,0.7878690361976624,5.40234375,0.081978932,87,216.57142639160156,0,1003.8571166992188,36,7
806,A2C,A2C_Q,SingleObjective_PolicyBased,3,7,7,0,"Action 3 was executed via stochastic sampling; the highest-logit action (action 7) was not chosen. TD-trained Q-value of action 3 vs highest-logit action (action 7): +2.6629. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.061658095,-1.895464391,-18.09999236,-507.4783936,-510.1413269,2.662933349609375,0.117344,0.053477,0.099448,0.042856,0.051016,0.188954,0.018461,0.232095,0.028814,0.08334,0.053011,0.031185,0.232095,7,2.225046,16,178.375,24,112.5,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8000118732452393,4.58984375,2256.322266,0.7807663679122925,5.40234375,0.081978932,87,216.57142639160156,0,1003.8571166992188,36,7
807,A2C,A2C_Q,SingleObjective_PolicyBased,2,7,7,0,"Action 2 was executed via stochastic sampling; the highest-logit action (action 7) was not chosen. TD-trained Q-value of action 2 vs highest-logit action (action 7): -1.0869. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.061658095,-0.229617151,-18.09997115,-511.0559082,-509.9690247,-1.086883545,0.117344,0.053477,0.099448,0.042856,0.051016,0.188954,0.018461,0.232095,0.028814,0.08334,0.053011,0.031185,0.232095,7,2.225046,14,176.375,26,114.5625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8000118732452393,4.58984375,2259.123047,0.8073986768722534,5.40234375,0.081978932,87,216.42857360839844,0,1003.8571166992188,36,7
808,A2C,A2C_Q,SingleObjective_PolicyBased,7,7,5,1,"Action 7 was executed and matches the highest-logit action (action 7). TD-trained Q-value vs next-best action 5: -0.7183. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.175236786,-0.067836426,-18.09911712,-508.6478882,-507.9295654,-0.718322754,0.117344,0.053477,0.099448,0.042856,0.051016,0.188954,0.018461,0.232095,0.028814,0.08334,0.053011,0.031185,0.232095,7,2.225046,16,178.375,24,112.5,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.800290822982788,4.58984375,2261.923828,0.036237717,0.19152832,0.081978932,87,216.42857360839844,0,1003.7142944335938,36,7
809,A2C,A2C_Q,SingleObjective_PolicyBased,10,7,7,0,"Action 10 was executed via stochastic sampling; the highest-logit action (action 7) was not chosen. TD-trained Q-value of action 10 vs highest-logit action (action 7): +11.7011. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.119734256,-0.228548838,-18.09878451,-505.387207,-517.0883179,11.70111083984375,0.117344,0.053477,0.099448,0.042856,0.051016,0.188954,0.018461,0.232095,0.028814,0.08334,0.053011,0.031185,0.232095,7,2.225046,16,178.375,20,104.375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.800290822982788,4.58984375,2264.724609,0.009363719,0.022460938,0.081978932,87,216.2857208251953,0,1003.7142944335938,36,7
